Comment: ACERO: frecuencia: 34.450000E0
 Hz
Time (s),Voltage (V)
6.854440000000000310e+00,1.121850268930782990e+00
6.854479999999999684e+00,1.120534418410736643e+00
6.854519999999999946e+00,1.119054086578817664e+00
6.854560000000000208e+00,1.118396161321250526e+00
6.854599999999999582e+00,1.116751348180192283e+00
6.854639999999999844e+00,1.116586866866311034e+00
6.854680000000000106e+00,1.115435497670283160e+00
6.854720000000000368e+00,1.113790684536563047e+00
6.854759999999999742e+00,1.113297240597240334e+00
6.854800000000000004e+00,1.112803796658283551e+00
6.854840000000000266e+00,1.111487946156185291e+00
6.854879999999999640e+00,1.110501058281315734e+00
6.854919999999999902e+00,1.106389025485045030e+00
6.854960000000000164e+00,1.105402137617696567e+00
6.855000000000000426e+00,1.104908693684566456e+00
6.855039999999999800e+00,1.104415249751799166e+00
6.855080000000000062e+00,1.103428361887351050e+00
6.855120000000000324e+00,1.102441474024350665e+00
6.855159999999999698e+00,1.101619067472955571e+00
6.855199999999999960e+00,1.100961142232561807e+00
6.855240000000000222e+00,1.100138735682972380e+00
6.855279999999999596e+00,1.098658403896235480e+00
6.855319999999999858e+00,1.097835997349449144e+00
6.855360000000000120e+00,1.097178072112739544e+00
6.855400000000000382e+00,1.096191184258873630e+00
6.855439999999999756e+00,1.095204296406444344e+00
6.855480000000000018e+00,1.093395002014050377e+00
6.855520000000000280e+00,1.093230520705889663e+00
6.855559999999999654e+00,1.092079151549878890e+00
6.855599999999999916e+00,1.091092263703419052e+00
6.855640000000000178e+00,1.090105375858387848e+00
6.855680000000000440e+00,1.088789525400566172e+00
6.855719999999999814e+00,1.087638156252050514e+00
6.855760000000000076e+00,1.086815749718582857e+00
6.855800000000000338e+00,1.085499899267088120e+00
6.855839999999999712e+00,1.085170936654608953e+00
6.855879999999999974e+00,1.086486787105472196e+00
6.855920000000000236e+00,1.084513011430123797e+00
6.855959999999999610e+00,1.083855086206269247e+00
6.855999999999999872e+00,1.082539235760449303e+00
6.856040000000000134e+00,1.080894422706712543e+00
6.856080000000000396e+00,1.079414090961705153e+00
6.856119999999999770e+00,1.077933759219871224e+00
6.856160000000000032e+00,1.077769277915418877e+00
6.856200000000000294e+00,1.076617908785345801e+00
6.856239999999999668e+00,1.075631020961092643e+00
6.856279999999999930e+00,1.073657245316798292e+00
6.856320000000000192e+00,1.072505876193549756e+00
6.856359999999999566e+00,1.070861063163641935e+00
6.856399999999999828e+00,1.070203137952765893e+00
6.856440000000000090e+00,1.068722806230563149e+00
6.856480000000000352e+00,1.068064881021702162e+00
6.856519999999999726e+00,1.066584549304027796e+00
6.856559999999999988e+00,1.065268698890943888e+00
6.856600000000000250e+00,1.064281811082751217e+00
6.856639999999999624e+00,1.063294923275945436e+00
6.856679999999999886e+00,1.061814591568334132e+00
6.856720000000000148e+00,1.060663222464566013e+00
6.856760000000000410e+00,1.059840815963025706e+00
6.856799999999999784e+00,1.058031521663009400e+00
6.856840000000000046e+00,1.054741895674832675e+00
6.856880000000000308e+00,1.052932601387837730e+00
6.856919999999999682e+00,1.052768120089248471e+00
6.856959999999999944e+00,1.051616751000187477e+00
6.857000000000000206e+00,1.049971938019041984e+00
6.857039999999999580e+00,1.048985050232174920e+00
6.857079999999999842e+00,1.048327125041687680e+00
6.857120000000000104e+00,1.046846793365303840e+00
6.857160000000000366e+00,1.045695424285787656e+00
6.857199999999999740e+00,1.044708536504816543e+00
6.857240000000000002e+00,1.044050611318256161e+00
6.857280000000000264e+00,1.043228204835902950e+00
6.857319999999999638e+00,1.041089947986183484e+00
6.857359999999999900e+00,1.040103060211529540e+00
6.857400000000000162e+00,1.039445135029176681e+00
6.857440000000000424e+00,1.037306878190666470e+00
6.857479999999999798e+00,1.036155509126392538e+00
6.857520000000000060e+00,1.035004140063946920e+00
6.857560000000000322e+00,1.034346214886226356e+00
6.857599999999999696e+00,1.033359327120762616e+00
6.857639999999999958e+00,1.031550032887555091e+00
6.857680000000000220e+00,1.030727626419400522e+00
6.857719999999999594e+00,1.028918332192721774e+00
6.857759999999999856e+00,1.027602481848858718e+00
6.857800000000000118e+00,1.026451112799918075e+00
6.857840000000000380e+00,1.028095925727530169e+00
6.857879999999999754e+00,1.027273519263262491e+00
6.857920000000000016e+00,1.025628706337496032e+00
6.857960000000000278e+00,1.024312855999536920e+00
6.857999999999999652e+00,1.022668043080399602e+00
6.858039999999999914e+00,1.021352192747734255e+00
6.858080000000000176e+00,1.019707379835202987e+00
6.858120000000000438e+00,1.018391529507813420e+00
6.858159999999999812e+00,1.016746716601864886e+00
6.858200000000000074e+00,1.015430866279732669e+00
6.858240000000000336e+00,1.014937422409533996e+00
6.858279999999999710e+00,1.012634684352935022e+00
6.858319999999999972e+00,1.011647796616571560e+00
6.858360000000000234e+00,1.010496427592463276e+00
6.858399999999999608e+00,1.008358170838109968e+00
6.858439999999999870e+00,1.007206801819063635e+00
6.858480000000000132e+00,1.005726470225743130e+00
6.858520000000000394e+00,1.004739582498482831e+00
6.858559999999999768e+00,1.002930288335199593e+00
6.858600000000000030e+00,1.001943400611602586e+00
6.858640000000000292e+00,1.000956512889295436e+00
6.858679999999999666e+00,9.996406625948901503e-01
6.858719999999999928e+00,9.978313684438161468e-01
6.858760000000000190e+00,9.976668871575689046e-01
6.858799999999999564e+00,9.922390047313673911e-01
6.858839999999999826e+00,9.919100421613243901e-01
6.858880000000000088e+00,9.907586731672889391e-01
6.858920000000000350e+00,9.894428228905121081e-01
6.858959999999999724e+00,9.886204164686738238e-01
6.858999999999999986e+00,9.876335287636311966e-01
6.859040000000000248e+00,9.863176784922128570e-01
6.859079999999999622e+00,9.850018282230444955e-01
6.859119999999999884e+00,9.840149405226427115e-01
6.859160000000000146e+00,9.831925341066053425e-01
6.859200000000000408e+00,9.817122025599438473e-01
6.859239999999999782e+00,9.799029084512025367e-01
6.859280000000000044e+00,9.800673897336409368e-01
6.859320000000000306e+00,9.782580956287367790e-01
6.859359999999999680e+00,9.766132828097519036e-01
6.859399999999999942e+00,9.764488015280445854e-01
6.859440000000000204e+00,9.749684699942408050e-01
6.859479999999999578e+00,9.733236571821963778e-01
6.859519999999999840e+00,9.720078069350521766e-01
6.859560000000000102e+00,9.708564379706141612e-01
6.859600000000000364e+00,9.693761064473913613e-01
6.859639999999999738e+00,9.690471438870539300e-01
6.859680000000000000e+00,9.672378498076573683e-01
6.859720000000000262e+00,9.665799246889072993e-01
6.859759999999999636e+00,9.654285557324149281e-01
6.859799999999999898e+00,9.665799246889072993e-01
6.859840000000000160e+00,9.652640744530531780e-01
6.859880000000000422e+00,9.629613365455805818e-01
6.859919999999999796e+00,9.629613365455805818e-01
6.859960000000000058e+00,9.613165237586275280e-01
6.860000000000000320e+00,9.598361922532835377e-01
6.860039999999999694e+00,9.595072296969148207e-01
6.860079999999999956e+00,9.581913794727990874e-01
6.860120000000000218e+00,9.558886415858213192e-01
6.860159999999999592e+00,9.553951977537611384e-01
6.860199999999999854e+00,9.534214224285624262e-01
6.860240000000000116e+00,9.525990160444974819e-01
6.860280000000000378e+00,9.519410909378521746e-01
6.860319999999999752e+00,9.501317968973539418e-01
6.860360000000000014e+00,9.493093905166536395e-01
6.860400000000000276e+00,9.481580215850823334e-01
6.860439999999999650e+00,9.471711339307568034e-01
6.860479999999999912e+00,9.453618399009544593e-01
6.860520000000000174e+00,9.451973586257182980e-01
6.860560000000000436e+00,9.433880646003226511e-01
6.860599999999999810e+00,9.422366956771693891e-01
6.860640000000000072e+00,9.410853267556456014e-01
6.860680000000000334e+00,9.400984391099201920e-01
6.860719999999999708e+00,9.394405140134332033e-01
6.860759999999999970e+00,9.345060758066460194e-01
6.860800000000000232e+00,9.343415945335976636e-01
6.860839999999999606e+00,9.340126319875999839e-01
6.860879999999999868e+00,9.325323005322373460e-01
6.860920000000000130e+00,9.308874878071753400e-01
6.860960000000000392e+00,9.310519690795339143e-01
6.860999999999999766e+00,9.285847499975911079e-01
6.861040000000000028e+00,9.290781938133909623e-01
6.861080000000000290e+00,9.275978623668729162e-01
6.861119999999999663e+00,9.266109747373291183e-01
6.861159999999999926e+00,9.267754560088383720e-01
6.861200000000000188e+00,9.243082369396183884e-01
6.861239999999999561e+00,9.239792743976081857e-01
6.861279999999999824e+00,9.223344616895047254e-01
6.861320000000000086e+00,9.215120553366681344e-01
6.861360000000000348e+00,9.205251677143317934e-01
6.861399999999999721e+00,9.198672426334206786e-01
6.861439999999999984e+00,9.185513924731476543e-01
6.861480000000000246e+00,9.190448362830081486e-01
6.861519999999999619e+00,9.164131359671014998e-01
6.861559999999999881e+00,9.157552108894112530e-01
6.861600000000000144e+00,9.144393607355717490e-01
6.861640000000000406e+00,9.137814356594216036e-01
6.861679999999999779e+00,9.129590293149540958e-01
6.861720000000000041e+00,9.114786978969272591e-01
6.861760000000000304e+00,9.137814356594216036e-01
6.861799999999999677e+00,9.124655855086575285e-01
6.861839999999999939e+00,9.111497353599393723e-01
6.861880000000000202e+00,9.095049226769128525e-01
6.861919999999999575e+00,9.091759601406897984e-01
6.861959999999999837e+00,9.075311474614830010e-01
6.862000000000000099e+00,9.073666661937370703e-01
6.862040000000000362e+00,9.057218535180225905e-01
6.862079999999999735e+00,9.045704846469074800e-01
6.862119999999999997e+00,9.040770408454754659e-01
6.862160000000000259e+00,9.025967094428853921e-01
6.862199999999999633e+00,9.019387843758878143e-01
6.862239999999999895e+00,9.004584529769860124e-01
6.862280000000000157e+00,9.004584529769860124e-01
6.862320000000000420e+00,8.986491590484534386e-01
6.862359999999999793e+00,8.981557152504219266e-01
6.862400000000000055e+00,8.973333089209961644e-01
6.862440000000000317e+00,8.963464213267184899e-01
6.862479999999999691e+00,8.951950524681504540e-01
6.862519999999999953e+00,8.945371274067984713e-01
6.862560000000000215e+00,8.942081648763096080e-01
6.862599999999999589e+00,8.932212772855913085e-01
6.862639999999999851e+00,8.922343896959936682e-01
6.862680000000000113e+00,8.912475021075153547e-01
6.862720000000000375e+00,8.874644330286898253e-01
6.862759999999999749e+00,8.866420267093708674e-01
6.862800000000000011e+00,8.864775454455995352e-01
6.862840000000000273e+00,8.856551391272060592e-01
6.862879999999999647e+00,8.854906578636196901e-01
6.862919999999999909e+00,8.843392890193779721e-01
6.862960000000000171e+00,8.840103264927284821e-01
6.863000000000000433e+00,8.833524014397984292e-01
6.863039999999999807e+00,8.831879201766427157e-01
6.863080000000000069e+00,8.826944763873597610e-01
6.863120000000000331e+00,8.817075888096218561e-01
6.863159999999999705e+00,8.817075888096218561e-01
6.863199999999999967e+00,8.803917387076867218e-01
6.863240000000000229e+00,8.798982949199658510e-01
6.863279999999999603e+00,8.800627761825088324e-01
6.863319999999999865e+00,8.797338136574532896e-01
6.863360000000000127e+00,8.792403698700990144e-01
6.863400000000000389e+00,8.787469260830195195e-01
6.863439999999999763e+00,8.782534822962144716e-01
6.863480000000000025e+00,8.777600385096839819e-01
6.863520000000000287e+00,8.771021134614029879e-01
6.863559999999999661e+00,8.759507446280829779e-01
6.863599999999999923e+00,8.757862633663016094e-01
6.863640000000000185e+00,8.759507446280829779e-01
6.863679999999999559e+00,8.761152258898945444e-01
6.863719999999999821e+00,8.779245197718302807e-01
6.863760000000000083e+00,8.766086696755118757e-01
6.863800000000000345e+00,8.766086696755118757e-01
6.863839999999999719e+00,8.754573008428302439e-01
6.863879999999999981e+00,8.752928195811401357e-01
6.863920000000000243e+00,8.746348945346830162e-01
6.863959999999999617e+00,8.743059320116364219e-01
6.863999999999999879e+00,8.733190444432242794e-01
6.864040000000000141e+00,8.734835257045505674e-01
6.864080000000000403e+00,8.729900819206624085e-01
6.864119999999999777e+00,8.724966381370465873e-01
6.864160000000000039e+00,8.720031943537028818e-01
6.864200000000000301e+00,8.711807880487344447e-01
6.864239999999999675e+00,8.715097505706311809e-01
6.864279999999999937e+00,8.705228630053029049e-01
6.864320000000000199e+00,8.701939004837679903e-01
6.864359999999999573e+00,8.698649379623536460e-01
6.864399999999999835e+00,8.698649379623536460e-01
6.864440000000000097e+00,8.705228630053029049e-01
6.864480000000000359e+00,8.698649379623536460e-01
6.864519999999999733e+00,8.695359754410598718e-01
6.864559999999999995e+00,8.688780503988337012e-01
6.864600000000000257e+00,8.683846066174797373e-01
6.864639999999999631e+00,8.683846066174797373e-01
6.864679999999999893e+00,8.654239439350313035e-01
6.864720000000000155e+00,8.649305001555672723e-01
6.864760000000000417e+00,8.665753127548289081e-01
6.864799999999999791e+00,8.667397940149197400e-01
6.864840000000000053e+00,8.660818689747359356e-01
6.864880000000000315e+00,8.655884251949125252e-01
6.864919999999999689e+00,8.660818689747359356e-01
6.864959999999999951e+00,8.662463502347369504e-01
6.865000000000000213e+00,8.670687565351916648e-01
6.865039999999999587e+00,8.667397940149197400e-01
6.865079999999999849e+00,8.669042752750406589e-01
6.865120000000000111e+00,8.675622003158244278e-01
6.865160000000000373e+00,8.670687565351916648e-01
6.865199999999999747e+00,8.677266815760955598e-01
6.865240000000000009e+00,8.673977190555836048e-01
6.865280000000000271e+00,8.675622003158244278e-01
6.865319999999999645e+00,8.678911628363964459e-01
6.865359999999999907e+00,8.682201253570887012e-01
6.865400000000000169e+00,8.678911628363964459e-01
6.865440000000000431e+00,8.682201253570887012e-01
6.865479999999999805e+00,8.683846066174797373e-01
6.865520000000000067e+00,8.683846066174797373e-01
6.865560000000000329e+00,8.692070129198865569e-01
6.865599999999999703e+00,8.697004567016918264e-01
6.865639999999999965e+00,8.697004567016918264e-01
6.865680000000000227e+00,8.726611193982215520e-01
6.865719999999999601e+00,8.724966381370465873e-01
6.865759999999999863e+00,8.726611193982215520e-01
6.865800000000000125e+00,8.729900819206624085e-01
6.865840000000000387e+00,8.733190444432242794e-01
6.865879999999999761e+00,8.733190444432242794e-01
6.865920000000000023e+00,8.726611193982215520e-01
6.865960000000000285e+00,8.736480069659070535e-01
6.865999999999999659e+00,8.734835257045505674e-01
6.866039999999999921e+00,8.734835257045505674e-01
6.866080000000000183e+00,8.743059320116364219e-01
6.866119999999999557e+00,8.749638570578507357e-01
6.866159999999999819e+00,8.752928195811401357e-01
6.866200000000000081e+00,8.759507446280829779e-01
6.866240000000000343e+00,8.762797071517365310e-01
6.866279999999999717e+00,8.764441884136090488e-01
6.866319999999999979e+00,8.769376321994089007e-01
6.866360000000000241e+00,8.771021134614029879e-01
6.866399999999999615e+00,8.775955572475679922e-01
6.866439999999999877e+00,8.780890010340072216e-01
6.866480000000000139e+00,8.792403698700990144e-01
6.866520000000000401e+00,8.795693323949712594e-01
6.866559999999999775e+00,8.797338136574532896e-01
6.866600000000000037e+00,8.807207012329869578e-01
6.866640000000000299e+00,8.777600385096839819e-01
6.866679999999999673e+00,8.784179635584523638e-01
6.866719999999999935e+00,8.797338136574532896e-01
6.866760000000000197e+00,8.798982949199658510e-01
6.866799999999999571e+00,8.812141450211666838e-01
6.866839999999999833e+00,8.825299951243268382e-01
6.866880000000000095e+00,8.825299951243268382e-01
6.866920000000000357e+00,8.830234389135177553e-01
6.866959999999999731e+00,8.841748077560378505e-01
6.866999999999999993e+00,8.845037702827486248e-01
6.867040000000000255e+00,8.854906578636196901e-01
6.867079999999999629e+00,8.863130641818591782e-01
6.867119999999999891e+00,8.871354705008696051e-01
6.867160000000000153e+00,8.881223580847008581e-01
6.867200000000000415e+00,8.887802831412063842e-01
6.867239999999999789e+00,8.900961332557032479e-01
6.867280000000000051e+00,8.900961332557032479e-01
6.867320000000000313e+00,8.910830208428778265e-01
6.867359999999999687e+00,8.917409459016146789e-01
6.867399999999999949e+00,8.930567960205805234e-01
6.867440000000000211e+00,8.937147210808102926e-01
6.867479999999999585e+00,8.947016086720896988e-01
6.867519999999999847e+00,8.955240149990136844e-01
6.867560000000000109e+00,8.970043463894450397e-01
6.867600000000000371e+00,8.976622714526725222e-01
6.867639999999999745e+00,9.002939717105987727e-01
6.867680000000000007e+00,9.016098218425780964e-01
6.867720000000000269e+00,9.019387843758878143e-01
6.867759999999999643e+00,9.025967094428853921e-01
6.867799999999999905e+00,9.029256719765732520e-01
6.867840000000000167e+00,9.044060033797318710e-01
6.867880000000000429e+00,9.050639284486241554e-01
6.867919999999999803e+00,9.062152973204040673e-01
6.867960000000000065e+00,9.065442598554834808e-01
6.868000000000000327e+00,9.073666661937370703e-01
6.868039999999999701e+00,9.086825163365939151e-01
6.868079999999999963e+00,9.091759601406897984e-01
6.868120000000000225e+00,9.103273290180275978e-01
6.868159999999999599e+00,9.108207728230789391e-01
6.868199999999999861e+00,9.123011042399559178e-01
6.868240000000000123e+00,9.129590293149540958e-01
6.868280000000000385e+00,9.142748794664861123e-01
6.868319999999999759e+00,9.147683232738392789e-01
6.868360000000000021e+00,9.155907296200690437e-01
6.868400000000000283e+00,9.165776172366042474e-01
6.868439999999999657e+00,9.174000235846007101e-01
6.868479999999999919e+00,9.178934673937847455e-01
6.868520000000000181e+00,9.201962051738116211e-01
6.868560000000000443e+00,9.205251677143317934e-01
6.868599999999999817e+00,9.180579486635772613e-01
6.868640000000000079e+00,9.208541302549811958e-01
6.868680000000000341e+00,9.210186115253543582e-01
6.868719999999999715e+00,9.226634242308660028e-01
6.868759999999999977e+00,9.233213493139776906e-01
6.868800000000000239e+00,9.243082369396183884e-01
6.868839999999999613e+00,9.254596058376767242e-01
6.868879999999999875e+00,9.259530496516181763e-01
6.868920000000000137e+00,9.279268249103150845e-01
6.868960000000000399e+00,9.289137125414249629e-01
6.868999999999999773e+00,9.305585252625563353e-01
6.869040000000000035e+00,9.315454128968065906e-01
6.869080000000000297e+00,9.323678192595833414e-01
6.869119999999999671e+00,9.330257443503957582e-01
6.869159999999999933e+00,9.354929634456272680e-01
6.869200000000000195e+00,9.354929634456272680e-01
6.869239999999999569e+00,9.373022574535090357e-01
6.869279999999999831e+00,9.387825889174762350e-01
6.869320000000000093e+00,9.397694765616103618e-01
6.869360000000000355e+00,9.407563642069377563e-01
6.869399999999999729e+00,9.415787705789565587e-01
6.869439999999999991e+00,9.432235833254866142e-01
6.869480000000000253e+00,9.435525458751919947e-01
6.869519999999999627e+00,9.451973586257182980e-01
6.869559999999999889e+00,9.461842462776360874e-01
6.869600000000000151e+00,9.506252407261771564e-01
6.869640000000000413e+00,9.509542032788941279e-01
6.869679999999999787e+00,9.524345347677855012e-01
6.869720000000000049e+00,9.530924598748353738e-01
6.869760000000000311e+00,9.537503849824245927e-01
6.869799999999999685e+00,9.550662351992235122e-01
6.869839999999999947e+00,9.557241603084341008e-01
6.869880000000000209e+00,9.570400105284798675e-01
6.869919999999999582e+00,9.585203420286242393e-01
6.869959999999999845e+00,9.598361922532835377e-01
6.870000000000000107e+00,9.603296360880918536e-01
6.870040000000000369e+00,9.618099675943553306e-01
6.870079999999999742e+00,9.624678927091364633e-01
6.870120000000000005e+00,9.639482242193909700e-01
6.870160000000000267e+00,9.647706306151732081e-01
6.870199999999999640e+00,9.660864808502048762e-01
6.870239999999999903e+00,9.674023310874306780e-01
6.870280000000000165e+00,9.683892187667920703e-01
6.870320000000000427e+00,9.692116251672053817e-01
6.870359999999999800e+00,9.705274754096567813e-01
6.870400000000000063e+00,9.718433256543145271e-01
6.870440000000000325e+00,9.725012507774719595e-01
6.870479999999999698e+00,9.739815823065985922e-01
6.870519999999999960e+00,9.748039887128804315e-01
6.870560000000000223e+00,9.743105448690074777e-01
6.870599999999999596e+00,9.749684699942408050e-01
6.870639999999999858e+00,9.767777640914939719e-01
6.870680000000000121e+00,9.782580956287367790e-01
6.870720000000000383e+00,9.795739458864306526e-01
6.870759999999999756e+00,9.803963522986222090e-01
6.870800000000000018e+00,9.818766838427662735e-01
6.870840000000000281e+00,9.836859779561226702e-01
6.870879999999999654e+00,9.848373469395564905e-01
6.870919999999999916e+00,9.861531972084437436e-01
6.870960000000000178e+00,9.871400849115854470e-01
6.871000000000000441e+00,9.891138603216708125e-01
6.871039999999999814e+00,9.904297105978827620e-01
6.871080000000000076e+00,9.909231544520450408e-01
6.871120000000000339e+00,9.928969298718781644e-01
6.871159999999999712e+00,9.942127801546015720e-01
6.871199999999999974e+00,9.951996678681348518e-01
6.871240000000000236e+00,9.968444807268675989e-01
6.871279999999999610e+00,9.979958497300990272e-01
6.871319999999999872e+00,9.991472187350779466e-01
6.871360000000000134e+00,1.000298587741806688e+00
6.871400000000000396e+00,1.001449956750287917e+00
6.871439999999999770e+00,1.003423732197482376e+00
6.871480000000000032e+00,1.004081657347695167e+00
6.871520000000000294e+00,1.005561988937776263e+00
6.871559999999999668e+00,1.009345058570129128e+00
6.871599999999999930e+00,1.010331946303449913e+00
6.871640000000000192e+00,1.012141240484589977e+00
6.871679999999999566e+00,1.012470203063450480e+00
6.871719999999999828e+00,1.013786053380343999e+00
6.871760000000000090e+00,1.015101903699563879e+00
6.871800000000000352e+00,1.016582235311470850e+00
6.871839999999999726e+00,1.017075679182762649e+00
6.871879999999999988e+00,1.018556010798609135e+00
6.871920000000000250e+00,1.019213935962157480e+00
6.871959999999999624e+00,1.021187711456316372e+00
6.871999999999999886e+00,1.022339080497012942e+00
6.872040000000000148e+00,1.023161486955754818e+00
6.872080000000000410e+00,1.024970781168221823e+00
6.872119999999999784e+00,1.025628706337496032e+00
6.872160000000000046e+00,1.026122150214838546e+00
6.872200000000000308e+00,1.027438000556042175e+00
6.872239999999999682e+00,1.028753850899609468e+00
6.872279999999999944e+00,1.030069701245544200e+00
6.872320000000000206e+00,1.032536920650565682e+00
6.872359999999999580e+00,1.031878995475076888e+00
6.872399999999999842e+00,1.033688289709101760e+00
6.872440000000000104e+00,1.035168621358470098e+00
6.872480000000000366e+00,1.035004140063946920e+00
6.872519999999999740e+00,1.033688289709101760e+00
6.872560000000000002e+00,1.035497583947628586e+00
6.872600000000000264e+00,1.036813434305753567e+00
6.872639999999999638e+00,1.039445135029176681e+00
6.872679999999999900e+00,1.039774097620278281e+00
6.872720000000000162e+00,1.041254429282090443e+00
6.872760000000000424e+00,1.042570279650697485e+00
6.872799999999999798e+00,1.042570279650697485e+00
6.872840000000000060e+00,1.045201980395132457e+00
6.872880000000000322e+00,1.046353349473856165e+00
6.872919999999999696e+00,1.047340237257091689e+00
6.872959999999999958e+00,1.049314012827645692e+00
6.873000000000000220e+00,1.049807456721135956e+00
6.873039999999999594e+00,1.051945713596871945e+00
6.873079999999999856e+00,1.053097082686465180e+00
6.873120000000000118e+00,1.054083970479028798e+00
6.873160000000000380e+00,1.055070858272963319e+00
6.873199999999999754e+00,1.056386708667011787e+00
6.873240000000000016e+00,1.057867040363237532e+00
6.873280000000000278e+00,1.059018409462443744e+00
6.873319999999999652e+00,1.059840815963025706e+00
6.873359999999999914e+00,1.062143554169756365e+00
6.873400000000000176e+00,1.063459404576983625e+00
6.873440000000000438e+00,1.064281811082751217e+00
6.873479999999999812e+00,1.065762142795560807e+00
6.873520000000000074e+00,1.069051768835225902e+00
6.873560000000000336e+00,1.070038656650143860e+00
6.873599999999999710e+00,1.070696581860864693e+00
6.873639999999999972e+00,1.071847950981120290e+00
6.873680000000000234e+00,1.073657245316798292e+00
6.873719999999999608e+00,1.074644133138243918e+00
6.873759999999999870e+00,1.075631020961092643e+00
6.873800000000000132e+00,1.075795502265037396e+00
6.873840000000000394e+00,1.077440315306631202e+00
6.873879999999999768e+00,1.078098240524363094e+00
6.873920000000000030e+00,1.079907534876354713e+00
6.873960000000000292e+00,1.080400978791357103e+00
6.873999999999999666e+00,1.081716829233090094e+00
6.874039999999999928e+00,1.083197160983044638e+00
6.874080000000000190e+00,1.084019567512173765e+00
6.874119999999999564e+00,1.085664380573386767e+00
6.874159999999999826e+00,1.085499899267088120e+00
6.874200000000000088e+00,1.086651268412007765e+00
6.874240000000000350e+00,1.087638156252050514e+00
6.874279999999999724e+00,1.088460562786506713e+00
6.874319999999999986e+00,1.089447450629160263e+00
6.874360000000000248e+00,1.090434338473239562e+00
6.874399999999999622e+00,1.092079151549878890e+00
6.874439999999999884e+00,1.093230520705889663e+00
6.874480000000000146e+00,1.091585707626470336e+00
6.874520000000000408e+00,1.092243632857761160e+00
6.874559999999999782e+00,1.093723964630490819e+00
6.874600000000000044e+00,1.094546371172288923e+00
6.874640000000000306e+00,1.096355665567751547e+00
6.874679999999999680e+00,1.096684628185626842e+00
6.874719999999999942e+00,1.098329441277400953e+00
6.874760000000000204e+00,1.100138735682972380e+00
6.874799999999999578e+00,1.101290104852678420e+00
6.874839999999999840e+00,1.101948030093393260e+00
6.874880000000000102e+00,1.102934917955670002e+00
6.874920000000000364e+00,1.103921805819394031e+00
6.874959999999999738e+00,1.104744212373603762e+00
6.875000000000000000e+00,1.105895581551189277e+00
6.875040000000000262e+00,1.106882469419263826e+00
6.875079999999999636e+00,1.108362801224100913e+00
6.875119999999999898e+00,1.109678651720038767e+00
6.875160000000000160e+00,1.110336576968979472e+00
6.875200000000000422e+00,1.111323464843605668e+00
6.875239999999999796e+00,1.111487946156185291e+00
6.875280000000000058e+00,1.112310352719692030e+00
6.875320000000000320e+00,1.113790684536563047e+00
6.875359999999999694e+00,1.114942053729739646e+00
6.875399999999999956e+00,1.115928941611193492e+00
6.875440000000000218e+00,1.116751348180192283e+00
6.875479999999999592e+00,1.120205455781134729e+00
6.875519999999999854e+00,1.121027862355446825e+00
6.875560000000000116e+00,1.121685787615633867e+00
6.875600000000000378e+00,1.121850268930782990e+00
6.875639999999999752e+00,1.122672675507144779e+00
6.875680000000000014e+00,1.123495082084533081e+00
6.875720000000000276e+00,1.124975413926420531e+00
6.875759999999999650e+00,1.125797820506686753e+00
6.875799999999999912e+00,1.126291264455340890e+00
6.875840000000000174e+00,1.126949189720789724e+00
6.875880000000000436e+00,1.127442633670309391e+00
6.875919999999999810e+00,1.128265040253667362e+00
6.875960000000000072e+00,1.128922965521097055e+00
6.876000000000000334e+00,1.129745372106313761e+00
6.876039999999999708e+00,1.130238816057939966e+00
6.876079999999999970e+00,1.131061222644811570e+00
6.876120000000000232e+00,1.132048110550424092e+00
6.876159999999999606e+00,1.133528442411641635e+00
6.876199999999999868e+00,1.134021886366127996e+00
6.876240000000000130e+00,1.134186367684373087e+00
6.876280000000000392e+00,1.134515330320988058e+00
6.876319999999999766e+00,1.135831180869111057e+00
6.876360000000000028e+00,1.135995662187813782e+00
6.876400000000000290e+00,1.137311512738933716e+00
6.876439999999999664e+00,1.134515330320988058e+00
6.876479999999999926e+00,1.135995662187813782e+00
6.876520000000000188e+00,1.136489106144171313e+00
6.876559999999999562e+00,1.137640475377130311e+00
6.876599999999999824e+00,1.138462881973351770e+00
6.876640000000000086e+00,1.138956325931585578e+00
6.876680000000000348e+00,1.140107695168925739e+00
6.876719999999999722e+00,1.140601139128412767e+00
6.876759999999999984e+00,1.141423545728394551e+00
6.876800000000000246e+00,1.142410433649754253e+00
6.876839999999999620e+00,1.143561802893247048e+00
6.876879999999999882e+00,1.143397321572622305e+00
6.876920000000000144e+00,1.144384209497000260e+00
6.876960000000000406e+00,1.144877653459756228e+00
6.876999999999999780e+00,1.145535578744018901e+00
6.877040000000000042e+00,1.146686947993097450e+00
6.877080000000000304e+00,1.147015910636069780e+00
6.877119999999999678e+00,1.147673835922520258e+00
6.877159999999999940e+00,1.148331761209644641e+00
6.877200000000000202e+00,1.148331761209644641e+00
6.877239999999999576e+00,1.149483130463735847e+00
6.877279999999999838e+00,1.149976574430408016e+00
6.877320000000000100e+00,1.150141055752716523e+00
6.877360000000000362e+00,1.150634499719895398e+00
6.877399999999999736e+00,1.151785868978125515e+00
6.877439999999999998e+00,1.154253088824174656e+00
6.877480000000000260e+00,1.154746532794528990e+00
6.877519999999999634e+00,1.155568939412634943e+00
6.877559999999999896e+00,1.155733420736383410e+00
6.877600000000000158e+00,1.155897902060174509e+00
6.877640000000000420e+00,1.156720308679767273e+00
