Distance_(unit),Gray_Value
3.0632,139.341
3.0663,137.515
3.0694,130.201
3.0725,125.198
3.0756,117.608
3.0787,108.083
3.0818,109.426
3.0849,113.172
3.0880,114.556
3.0911,116.813
3.0942,117.577
3.0973,119.033
3.1004,116.381
3.1035,115.395
3.1066,113.709
3.1097,114.389
3.1127,117.665
3.1158,126.226
3.1189,127.320
3.1220,119.188
3.1251,113.208
3.1282,107.338
3.1313,101.753
3.1344,99.522
3.1375,106.200
3.1406,101.945
3.1437,96.355
3.1468,100.362
3.1499,105.923
3.1530,103.101
3.1561,98.196
3.1592,96.751
3.1623,99.571
3.1653,97.764
3.1684,91.733
3.1715,88.445
3.1746,95.582
3.1777,93.727
3.1808,86.122
3.1839,86.090
3.1870,90.492
3.1901,92.010
3.1932,88.357
3.1963,86.043
3.1994,83.664
3.2025,81.454
3.2056,83.902
3.2087,85.390
3.2118,86.746
3.2149,83.334
3.2179,74.786
3.2210,69.116
3.2241,61.153
3.2272,58.688
3.2303,60.734
3.2334,64.993
3.2365,62.807
3.2396,65.469
3.2427,68.769
3.2458,68.996
3.2489,70.463
3.2520,77.449
3.2551,85.660
3.2582,90.627
3.2613,95.797
3.2644,92.547
3.2675,91.913
3.2705,94.280
3.2736,98.912
3.2767,102.310
3.2798,102.136
3.2829,105.933
3.2860,113.472
3.2891,118.431
3.2922,113.870
3.2953,111.705
3.2984,115.018
3.3015,119.413
3.3046,117.248
3.3077,119.266
3.3108,122.790
3.3139,124.833
3.3170,123.962
3.3201,121.029
3.3232,118.441
3.3262,116.405
3.3293,114.596
3.3324,112.406
3.3355,115.351
3.3386,116.889
3.3417,115.591
3.3448,116.095
3.3479,120.054
3.3510,122.076
3.3541,123.410
3.3572,128.097
3.3603,128.288
3.3634,131.996
3.3665,140.760
3.3696,142.126
3.3727,131.687
3.3758,125.591
3.3788,131.305
3.3819,139.360
3.3850,140.092
3.3881,130.354
3.3912,117.279
3.3943,111.956
3.3974,118.582
3.4005,130.148
3.4036,137.691
3.4067,139.573
3.4098,134.798
3.4129,129.696
3.4160,129.152
3.4191,131.860
3.4222,135.001
3.4253,134.752
3.4284,129.496
3.4314,120.517
3.4345,115.795
3.4376,112.303
3.4407,113.421
3.4438,119.241
3.4469,122.546
3.4500,122.061
3.4531,121.334
3.4562,119.419
3.4593,118.875
3.4624,123.305
3.4655,128.405
3.4686,123.120
3.4717,110.387
3.4748,105.914
3.4779,108.320
3.4810,106.269
3.4840,101.518
3.4871,104.344
3.4902,105.345
3.4933,99.491
3.4964,94.258
3.4995,95.737
3.5026,99.433
3.5057,99.062
3.5088,93.288
3.5119,93.722
3.5150,84.491
3.5181,77.268
3.5212,76.407
3.5243,73.067
3.5274,71.466
3.5305,68.079
3.5336,62.193
3.5366,60.631
3.5397,60.886
3.5428,66.412
3.5459,74.185
3.5490,79.872
3.5521,82.069
3.5552,79.050
3.5583,79.577
3.5614,79.816
3.5645,82.342
3.5676,84.419
3.5707,89.365
3.5738,91.971
3.5769,92.516
3.5800,96.706
3.5831,96.805
3.5862,93.030
3.5893,91.864
3.5923,95.070
3.5954,97.330
3.5985,101.224
3.6016,108.651
3.6047,111.998
3.6078,114.890
3.6109,113.976
3.6140,115.117
3.6171,118.981
3.6202,120.537
3.6233,116.197
3.6264,112.225
3.6295,113.842
3.6326,119.352
3.6357,122.770
3.6388,124.479
3.6419,123.202
3.6449,118.261
3.6480,115.339
3.6511,122.019
3.6542,133.350
3.6573,135.988
3.6604,134.777
3.6635,130.983
3.6666,127.306
3.6697,130.172
3.6728,131.943
3.6759,128.991
3.6790,128.640
3.6821,125.456
3.6852,125.355
3.6883,124.065
3.6914,124.413
3.6945,129.100
3.6975,128.416
3.7006,125.299
3.7037,130.609
3.7068,135.337
3.7099,132.874
3.7130,127.215
3.7161,128.507
3.7192,135.209
3.7223,133.383
3.7254,125.063
3.7285,122.102
3.7316,116.445
3.7347,112.185
3.7378,117.026
3.7409,120.728
3.7440,119.717
3.7471,115.703
3.7501,113.051
3.7532,117.648
3.7563,129.772
3.7594,137.343
3.7625,133.679
3.7656,129.384
3.7687,127.521
3.7718,126.329
3.7749,132.652
3.7780,132.418
3.7811,127.537
3.7842,120.740
3.7873,118.732
3.7904,121.631
3.7935,121.687
3.7966,118.109
3.7997,114.465
3.8027,112.567
3.8058,110.595
3.8089,104.826
3.8120,101.515
3.8151,110.925
3.8182,116.071
3.8213,111.529
3.8244,110.461
3.8275,105.283
3.8306,91.398
3.8337,85.223
3.8368,80.283
3.8399,73.004
3.8430,72.240
3.8461,76.635
3.8492,76.961
3.8523,76.384
3.8554,82.197
3.8584,85.212
3.8615,87.654
3.8646,87.657
3.8677,81.899
3.8708,81.824
3.8739,87.001
3.8770,87.522
3.8801,80.533
3.8832,76.262
3.8863,79.591
3.8894,91.066
3.8925,97.101
3.8956,92.966
3.8987,92.286
3.9018,95.834
3.9049,98.027
3.9080,100.766
3.9110,105.223
3.9141,111.023
3.9172,110.826
3.9203,106.898
3.9234,110.226
3.9265,113.952
3.9296,107.487
3.9327,101.784
3.9358,102.101
3.9389,107.982
3.9420,112.292
3.9451,108.265
3.9482,105.750
3.9513,112.039
3.9544,116.838
3.9575,113.959
3.9606,115.825
3.9636,128.074
3.9667,133.534
3.9698,122.467
3.9729,113.426
3.9760,116.900
3.9791,125.481
3.9822,132.415
3.9853,135.070
3.9884,131.492
3.9915,127.184
3.9946,127.217
3.9977,131.607
4.0008,136.008
4.0039,136.880
4.0070,135.310
4.0101,134.974
4.0132,137.269
4.0162,138.808
4.0193,137.483
4.0224,136.867
4.0255,138.793
4.0286,140.760
4.0317,140.484
4.0348,138.657
4.0379,137.293
4.0410,136.552
4.0441,137.400
4.0472,138.828
4.0503,140.082
4.0534,140.873
4.0565,140.323
4.0596,138.640
4.0627,137.922
4.0658,137.976
4.0688,139.549
4.0719,141.783
4.0750,143.366
4.0781,138.058
4.0812,130.095
4.0843,124.601
4.0874,123.416
4.0905,125.086
4.0936,126.840
4.0967,129.023
4.0998,130.740
4.1029,129.664
4.1060,129.984
4.1091,128.063
4.1122,121.765
4.1153,117.360
4.1184,117.109
4.1214,116.516
4.1245,114.251
4.1276,115.876
4.1307,117.820
4.1338,114.973
4.1369,104.960
4.1400,93.753
4.1431,92.246
4.1462,97.597
4.1493,100.925
4.1524,98.201
4.1555,95.932
4.1586,95.749
4.1617,96.667
4.1648,97.145
4.1679,95.672
4.1710,92.260
4.1741,88.682
4.1771,86.093
4.1802,86.582
4.1833,87.161
4.1864,86.919
4.1895,85.486
4.1926,84.975
4.1957,86.624
4.1988,89.014
4.2019,87.397
4.2050,88.291
4.2081,89.474
4.2112,90.580
4.2143,92.395
4.2174,91.084
4.2205,91.771
4.2236,96.655
4.2267,100.955
4.2297,98.917
4.2328,96.214
4.2359,97.799
4.2390,98.042
4.2421,98.383
4.2452,103.171
4.2483,103.806
4.2514,109.766
4.2545,116.380
4.2576,115.415
4.2607,117.906
4.2638,122.887
4.2669,127.202
4.2700,125.397
4.2731,123.995
4.2762,127.083
4.2793,129.555
4.2823,127.865
4.2854,125.448
4.2885,129.890
4.2916,138.404
4.2947,143.781
4.2978,145.937
4.3009,144.719
4.3040,141.497
4.3071,138.487
4.3102,138.168
4.3133,139.423
4.3164,141.048
4.3195,143.671
4.3226,145.885
4.3257,143.708
4.3288,142.000
4.3319,142.616
4.3349,142.973
4.3380,144.443
4.3411,147.109
4.3442,148.445
4.3473,147.804
4.3504,146.635
4.3535,146.430
4.3566,147.079
4.3597,147.570
4.3628,147.780
4.3659,148.340
4.3690,149.209
4.3721,149.165
4.3752,147.452
4.3783,145.615
4.3814,144.453
4.3845,143.388
4.3875,142.375
4.3906,142.534
4.3937,143.329
4.3968,144.040
4.3999,142.502
4.4030,140.717
4.4061,140.109
4.4092,141.496
4.4123,143.818
4.4154,143.780
4.4185,142.409
4.4216,141.614
4.4247,137.833
4.4278,131.763
4.4309,129.916
4.4340,131.306
4.4371,129.728
4.4402,126.044
4.4432,124.011
4.4463,122.061
4.4494,119.032
4.4525,114.838
4.4556,113.684
4.4587,119.709
4.4618,120.436
4.4649,114.566
4.4680,110.967
4.4711,114.950
4.4742,115.480
4.4773,110.835
4.4804,103.726
4.4835,102.140
4.4866,102.267
4.4897,99.968
4.4928,102.362
4.4958,99.544
4.4989,90.279
4.5020,89.777
4.5051,93.567
4.5082,95.245
4.5113,95.252
4.5144,92.082
4.5175,90.849
4.5206,96.944
4.5237,95.408
4.5268,92.912
4.5299,92.480
4.5330,93.859
4.5361,95.700
4.5392,98.448
4.5423,95.864
4.5454,90.177
4.5484,88.303
4.5515,96.886
4.5546,100.301
4.5577,104.532
4.5608,118.321
4.5639,123.999
4.5670,122.578
4.5701,117.625
4.5732,127.992
4.5763,137.216
4.5794,127.620
4.5825,121.707
4.5856,129.409
4.5887,137.906
4.5918,141.521
4.5949,142.340
4.5980,143.481
4.6010,143.713
4.6041,143.837
4.6072,144.411
4.6103,144.938
4.6134,145.717
4.6165,146.794
4.6196,147.512
4.6227,148.255
4.6258,149.504
4.6289,150.306
4.6320,150.328
4.6351,150.925
4.6382,152.318
4.6413,153.577
4.6444,154.037
4.6475,155.601
4.6506,156.667
4.6536,156.219
4.6567,155.753
4.6598,155.277
4.6629,155.000
4.6660,154.924
4.6691,154.373
4.6722,156.636
4.6753,158.041
